Facility_Name,Reg_No,Address,Facility_Type_RAW,Facility_Type,Level,Bed_Capacity,County
AHF MATHARE CLINIC,3389,P.O BOX 103363-00101 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
AHF PARKLANDS CLINIC,3671,P.O BOX 103363-00101 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
AHF SOKO CLINIC,3239,P.O BOX 103363-00101 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MOMBASA
AHMADIYYA MUSLIM HOSPITAL SHIANDA,1784,P.O BOX 77-50106 SHIANDA,FAITH-BASED BASIC CENTRE,FAITH BASED,LEVEL 3A,65,KAKAMEGA
AIC BETHSAIDA MEDICAL CENTRE,726,P.O BOX 3538-20100 NAKURU,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,8,NAKURU
AIC CURE INTERNATIONAL HOSPITAL,4015,P.O BOX 52-00220 KIJABE,FAITH BASED LEVEL 5 HOSPITAL,FAITH BASED,LEVEL 5,32,KIAMBU
AIC CURE INTERNATIONAL HOSPITALS WESTLANDS,16802,P.O BOX 52-00220 KIJABE,FAITH BASED DISPENSARY,FAITH BASED,LEVEL 2,0,NAIROBI
AIC GATAB HEALTH CENTRE,165,P.O BOX 21028-00505 NAIROBI,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,9,MARSABIT
AIC ISIOLO DISPENSARY,1102,P.O BOX 262-60300 ISIOLO,DISPENSARY,DISPENSARY,LEVEL 2,0,ISIOLO
AIC KIJABE HOSPITAL,1185,P.O BOX 20-00220 KIJABE,FAITH BASED LEVEL 5 HOSPITAL,FAITH BASED,LEVEL 5,331,KIAMBU
AIC KIJABE HOSPITAL MARIRA DISPENSARY,2551,P.O BOX 20-00220 KIJABE,DISPENSARY,DISPENSARY,LEVEL 2,0,KIAMBU
AIC KIJABE HOSPITAL-NAIVASHA MEDICAL CENTRE,1563,P.O BOX 20-00220 KIJABE,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,22,NAKURU
AIC LITEIN HOSPITAL,242,P.O BOX 200-20210 LITEIN,FAITH BASED LEVEL 5 HOSPITAL,FAITH BASED,LEVEL 5,220,KERICHO
AIC LOKICHOGIO HEALTH CENTRE,765,P.O BOX 11-30503 LOKICHOGIO,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,15,TURKANA
AIC NYABIKOMU DISPENSARY,16823,P.O BOX 148-40500 NYAMIRA,FAITH-BASED BASIC CENTRE,FAITH BASED,LEVEL 3A,22,NYAMIRA
AIC TITILA DISPENSARY,1117,P.O BOX 21028-00505 NAIROBI,DISPENSARY,DISPENSARY,LEVEL 2,0,TANA RIVER
AIC ZOMBE HEALTH CENTRE,3170,P.O BOX 30-90213 ZOMBE,FAITH-BASED BASIC CENTRE,FAITH BASED,LEVEL 3A,9,KITUI
AINA DISPENSARY,3044,P.O BOX 130-60200 MERU,DISPENSARY,DISPENSARY,LEVEL 2,0,MERU
AINAMOI UNIVERSAL CARE CLINIC,15971,P.O BOX 460-20200 KERICHO,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KERICHO
AINUSHAM MEDICAL CENTRE LIMITED,17950,P.O BOX 705- EASTLEIGH,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
AIPCA NAKURU WEST MEDICAL CLINIC,6375,P.O BOX 1265-20100 NAKURU,BASIC HEALTH CENTRE,HEALTH CENTRE,LEVEL 3A,15,NAKURU
AIR STRIP NURSING HOME,5537,P.O BOX 113-60700 MOYALE,NURSING HOME,NURSING HOME,LEVEL 3B,5,MARSABIT
AJAM MISSION HEALTH CENTRE,7085,P.O BOX 194-00502 KAREN,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,KAJIADO
AKAYIOZ MEDICAL CLINIC,15880,P.O BOX 19269-20100 NAKURU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
AKEMO MEDICAL CLINICAL AND PHARMACY,6268,P.O BOX 96349-80100 MOMBASA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MOMBASA
AKEMO VALLEY MATERNITY AND NURSING HOME,161,P.O BOX 2853-40200 KISII,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,69,NAROK
AKITES HEALTHCARE KENYA,6147,P.O BOX 69-50244 AMAGORO,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,BUSIA
AKITHI MEDICAL CENTRE,8865,P.O BOX 219-60602 KIANJAI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MERU
AKITHII MEDICAL CENTRE,6160,P.O BOX 219- KIANJAI,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,MERU
AKM HEALTH CENTRE LTD,16423,P.O BOX 743-10300 KERUGOYA,NURSING HOME,NURSING HOME,LEVEL 3B,30,KIRINYAGA
AKSHAR HEALTH CARE LTD,3158,P.O BOX 305-00902 KIKUYU,NURSING HOME,NURSING HOME,LEVEL 3B,28,KIAMBU
AL AHLI NURSING HOME LIMITED,15996,P.O BOX 69060-00622 JUJA,NURSING HOME,NURSING HOME,LEVEL 3B,20,MANDERA
AL AMIN MEDICAL & LABARATORY,3172,P.O BOX 29-70100 GARISSA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,GARISSA
AL AWWAL NURSING HOME,17850,P.O BOX 583-70300 MANDERA,NURSING HOME,NURSING HOME,LEVEL 3B,30,MANDERA
AL GADHIR CENTRE LIMITED,980,P.O BOX 25741-00603 NAIROBI,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,NAIROBI
AL MAARAJ MEDICAL CENTRE,15229,P.O BOX 489-70200 WAJIR,NURSING HOME,NURSING HOME,LEVEL 3B,25,WAJIR
AL MANAR NURSING HOME LIMITED,6931,P.O BOX 527-70300 MANDERA,NURSING HOME,NURSING HOME,LEVEL 3B,30,MANDERA
AL MUNAWARA MEDICAL CENTRE,18127,P.O BOX 35269-80100 MOMBASA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MOMBASA
AL NAIM MEDICAL CLINIC AND LAB SERVICES,17106,P.O BOX 698-70200 WAJIR,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,WAJIR
AL RAHMAN NURSING HOME LTD,15205,P.O BOX 481-70300 MANDERA,NURSING HOME,NURSING HOME,LEVEL 3B,25,MANDERA
AL SHIFAA MEDICAL CENTRE,15116,P.O BOX 41-01000 KHWISERO,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
AL YUSRAA MEDICAL CENTER,15108,P.O BOX 126-00207 NAMANGA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAJIADO
AL- MANAAR MEDICAL CLINIC,16514,P.O BOX 24390-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
AL-AMANNAH HOSPITAL,17261,P.O BOX 2-70200 WAJIR,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,50,WAJIR
AL-AMIN HOSPITAL LIMITED,14346,P.O BOX 16317-00610 NAIROBI,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,30,NAIROBI
AL-BARQA MEDICAL CLINIC,17633,P.O BOX 1416-70100 HAGADERA TOWN,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,GARISSA
AL-BILAL NURSING HOME,3112,P.O BOX 151-60700 MOYALE,NURSING HOME,NURSING HOME,LEVEL 3B,24,MARSABIT
AL-BIR MEDICAL CENTRE,5795,P.O BOX 81179-80100 MOMBASA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MOMBASA
AL-BUSHRA MEDICAL CENTRE,3066,P.O BOX 254-70200 WAJIR,NURSING HOME,NURSING HOME,LEVEL 3B,25,WAJIR
AL-FIRDAUS HEALTH CARE,17730,P.O BOX 1800-80100 MOMBASA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,MOMBASA
AL-FOWZ NURSING HOME,15723,P.O BOX 489-70300 MANDERA,NURSING HOME,NURSING HOME,LEVEL 3B,30,MANDERA
AL-HAFIDH MEDICAL CENTRE,16942,P.O BOX 39-70103 DADAAB,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,10,GARISSA
AL-HAMDU HEALTHCARE LTD,16721,P.O BOX 442-70300 MANDERA,NURSING HOME,NURSING HOME,LEVEL 3B,16,MANDERA
AL-HAMDU NURSING HOME,3644,P.O BOX 6- HABASWEN,NURSING HOME,NURSING HOME,LEVEL 3B,15,WAJIR
AL-HIDDAYA HEALTHCARE,2743,P.O BOX 16253-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
AL-HUDA NURSING HOME LTD,16179,P.O BOX 396-70200 WAJIR,NURSING HOME,NURSING HOME,LEVEL 3B,30,WAJIR
AL-IBRAHEEM THERAPEUTIC LIMITED,16662,P.O BOX 74-70100 GARISSA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,GARISSA
AL-IKHLAS MEDICAL CLINIC,14895,P.O BOX 407-70200 WAJIR,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,WAJIR
AL-JAZEERA MEDICAL CENTRE,5197,P.O BOX 68406-00610 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
AL-MAQDIS MEDICAL CENTRE,3125,P.O BOX 470-70100 GARISSA,NURSING HOME,NURSING HOME,LEVEL 3B,17,GARISSA
AL-NAS NURSING HOME,6965,P.O BOX 521-70300 MANDERA,NURSING HOME,NURSING HOME,LEVEL 3B,27,MANDERA
AL-NUR MEDICAL CLINIC & LABARATORY SERVICES,5629,P.O BOX 1478-40100 KISUMU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KISUMU
AL-QUDUS MEDICAL CENTRE LTD,14776,P.O BOX 953-70100 GARISSA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,GARISSA
AL-RAHMAMED CLINIC AND LABORATORY,1629,P.O BOX 69272-00622 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
AL-RASHAD MEDICAL CENTRE,7074,P.O BOX 60-70100 GARISSA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,8,GARISSA
AL-SHIFAAT NURSING HOME,17632,P.O BOX 141-70300 MANDERA,NURSING HOME,NURSING HOME,LEVEL 3B,30,MANDERA
AL-SIHA NURSING HOME,2787,P.O BOX 527-70300 MANDERA,NURSING HOME,NURSING HOME,LEVEL 3B,20,MANDERA
AL-ZAHRAWI NURSING HOME,16159,P.O BOX 39-70201 HABASWEIN,NURSING HOME,NURSING HOME,LEVEL 3B,20,WAJIR
ALABAMA MEDICAL CLINIC,16389,P.O BOX 69-50119 LUNZA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,BUSIA
ALBERTOL MEDICARE COMPANY LIMITED,14294,P.O BOX 330-00209 LOITOKITOK,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAJIADO
ALBERTOL MEDICARE COMPANY LIMITED,14294,P.O BOX 330-00209 LOITOKITOK,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAJIADO
ALDAI DOCTORS CLINIC,17910,P.O BOX 37-30300 KAPSABET,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NANDI
ALDER MEDICAL CENTRE,16215,P.O BOX 227-001000 THIKA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
ALDINA MEDICAL CENTRE,17642,P.O BOX 97816-80112 MAKUPA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MOMBASA
ALEN WALES LOLGORIAN MEDICAL CLINIC,18058,P.O BOX 01- LOLGORIAN,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAROK
ALESTACARE MEDICAL CENTRE,3669,P.O BOX 98-10101 KARATINA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
ALEXANDRIA CANCER CENTRE AND PALLIATIVE HOSPITAL,5210,P.O BOX 10365-30100 ELDORET,NURSING HOME,NURSING HOME,LEVEL 3B,40,UASIN GISHU
ALEXANDRIA CANCER CENTRE AND PALLIATIVE HOSPITAL LIMITED,6637,P.O BOX 3356-20100 NAKURU,NURSING HOME,NURSING HOME,LEVEL 3B,30,NAKURU
ALFA HEALTHCARE MEDICAL CLINIC,16714,P.O BOX 47540-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
ALFAPLUS MEDICAL CENTER,17728,P.O BOX 8008-80100 MOMBASA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MOMBASA
ALFAROOQ HOSPITAL LTD,1857,P.O BOX 84438-80100 MOMBASA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,40,MOMBASA
ALFATAH MEDICAL CLINIC,5816,P.O BOX 126-80302 TAVETA,NURSING HOME,NURSING HOME,LEVEL 3B,15,TAITA TAVETA
ALFOMBIU MEDICAL CLINIC,16625,P.O BOX 2853-40200 KISII,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KISII
ALFROSE MEDICAL CLINIC,15300,P.O BOX 344-50135 KHWISERO,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAKAMEGA
ALFURQAN DENTAL SERVICES,7629,P.O BOX 566-70200 WAJIR,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,WAJIR
ALGADHIR CENTER LIMITED,15713,P.O BOX 745-20100 NAKURU,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAKURU
ALHAYAT NURSING HOME,3034,P.O BOX 107-70200 WAJIR,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,50,WAJIR
ALHIDDAYA DENTAL CLINIC,7368,P.O BOX 19676-00202 NAIROBI,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,NAIROBI
ALICE NURSING HOME,5915,P.O BOX 44587-00100 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,7,NAIROBI
ALICENT MEDICAL CENTRE,16854,P.O BOX P.O BOX 10630-30100 ELDORET,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,BARINGO
ALIF MEDICAL CENTRE,3145,P.O BOX 69086-00622 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
ALIKA MEDICAL CLINIC & HOME BASED CARE,15344,P.O BOX 105-00614 WANGIGE,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
ALJEZEERA HOSPITAL,6370,P.O BOX 1016-70100 GARISSA,NURSING HOME,NURSING HOME,LEVEL 3B,10,GARISSA
ALJEZEERA HOSPITAL,6370,P.O BOX 1016-70100 GARISSA,NURSING HOME,NURSING HOME,LEVEL 3B,10,GARISSA
ALL SHINE DENTAL CLINIC,16656,P.O BOX 2099-00610 NAIROBI,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,NAIROBI
ALL SMILES DENTAL PRACTICE,8588,P.O BOX 686-00606 NAIROBI,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,NAIROBI
ALLANCE COMMUNITY MEDICAL CENTRE,6197,P.O BOX 89-40405 SARE AWENDO,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,MIGORI
ALLIANCE HOSPITAL LIMITED,2301,P.O BOX 20801-00202 NAIROBI,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,50,NAIROBI
ALLIANCE MEDICAL CENTRE LTD GARISSA,3065,P.O BOX 1808-70100 GARISSA,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,60,GARISSA
ALLIANCE MEDICAL CENTRE MOMBASA,7394,P.O BOX 87103-87103 MOMBASA,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,24,MOMBASA
ALLMED HEALTHCARE LIMITED,15959,P.O BOX 30166-00100 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,MOMBASA
ALLORA MEDICAL PRACTICE,14782,P.O BOX 2120-00202 KENYATTA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
ALLUC MEDICAL CENTRE,7504,P.O BOX 7346-40100 KISUMU,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,25,KISUMU
ALLURE LASER SKIN & AESTHETIC MEDICAL CENTRE,17381,P.O BOX 95625-80106 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
ALMISBAH MEDICAL CENTRE,14601,P.O BOX 13-70301 MANDERA,NURSING HOME,NURSING HOME,LEVEL 3B,28,MANDERA
ALMOND COMMUNITY HOSPITAL LTD,17657,P.O BOX 19-40413 NTIMARU,NURSING HOME,NURSING HOME,LEVEL 3B,43,MIGORI
ALMUKARAMA CLINIC,17070,P.O BOX 82-80502 MOKOWE,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,LAMU
ALPHA CLINICS,7184,P.O BOX 515-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
ALPHA DENTAL SERVICES KITALE,15666,P.O BOX 2555-30200 KITALE,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,TRANS NZOIA
ALPHA HILL MEDICAL CENTER LIMITED,6559,P.O BOX 8620-30100 ELDORET,NURSING HOME,NURSING HOME,LEVEL 3B,15,NANDI
ALPHA LINK MEDICAL CLINIC,7916,P.O BOX 212-00900 KIAMBU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
ALPHA MEDICAL CENTRE- KAEWA,4026,P.O BOX 22758-00400 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,4,MACHAKOS
ALPHABLISS HEALTH CLINIC LONGONOT,16129,P.O BOX 141- NAIVASHA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
ALPHIL MEDICAL CENTRE LIMITED,14731,P.O BOX 19246-20100 NAKURU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
ALPHIL MEDICAL CENTRE LIMITED- KABURWO,17539,P.O BOX 19246-20100 NAKURU,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,20,BARINGO
ALPO MEDICAL CENTRE,16084,P.O BOX 2344-40100 KISUMU,NURSING HOME,NURSING HOME,LEVEL 3B,25,KISUMU
ALPS MEDICAL CLINIC,17171,P.O BOX 13966-20112 LANET,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
ALQUDS DENTAL CLINIC,3175,P.O BOX 16479-00600 Nairobi,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,NAIROBI
ALTIMET MEDICAL CLINIC,17765,P.O BOX 322-70200 WAJIR,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,10,WAJIR
ALWALIDAYN DISPENSARY,6287,P.O BOX 87988-80100 MOMBASA,DISPENSARY,DISPENSARY,LEVEL 2,0,KWALE
AMAKURIAT DISPENSARY,228,P.O BOX 8-30601 KACHELIBA,FAITH BASED DISPENSARY,FAITH BASED,LEVEL 2,0,WEST POKOT
AMANE COTTAGE HOSPITAL,15151,P.O BOX 5532-30100 ELDORET,COTTAGE HOSPITAL,COTTAGE HOSPITAL,LEVEL 3B,13,BUSIA
AMANI COMUNITY HEALTH SERVICES LIMITED,5597,P.O BOX 2399-40200 KISII,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KISII
AMANI DENTAL CLINIC,3115,P.O BOX 71-60216 KINORU MERU,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,MERU
AMANI MEDICAL CENTRE,1437,P.O BOX 5438-30100 ELDORET,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,UASIN GISHU
AMANI MEDICAL CLINIC,5846,P.O BOX 297-50310 VIHIGA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KISUMU
AMANI MEDICAL CLINIC AND LABORATORY,7888,P.O BOX 755-20117 NAIVASHA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NYANDARUA
AMAZE DENTAL LIMITED,17260,P.O BOX 1529-60100 EMBU,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,EMBU
AMBASSADORS FOR SUSTAINED HEALTH CENTRE,2357,P.O BOX 3510-30200 KITALE,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,TRANS NZOIA
AMBER MEDICAL CLINIC LANGATA,16792,P.O BOX 24217-00502 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
AMBERCARE PTY LIMITED,17016,P.O BOX 2188-40100 KISUMU,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,3,KISUMU
AMBIENCE HOSPITAL LIMITED,17304,P.O BOX 6982-30100 ELDORET,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,UASIN GISHU
AMEK SURGITECH LIMITED,16871,P.O BOX 8657-30100 ELDORET,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,UASIN GISHU
AMIIRA NURSING HOME LIMITED,17945,P.O BOX 28- KAKUMA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,20,TURKANA
AMINA COMMUNITY HOSPITAL CENTRE LIMITED,17946,P.O BOX 404-80302 TAVETA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,TAITA TAVETA
AMKENI CLINIC - MALINDI,16468,P.O BOX 5438-80200 MALINDI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KILIFI
AMM ACUMEN HEALTHCARE LIMITED,17057,P.O BOX 2130-60200 MERU,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,MERU
AMORIDE MEDICAL CLINIC,16515,P.O BOX 4708- ELDORET,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,TURKANA
AMOYO HEALTHCARE MEDICAL CLINIC,15909,P.O BOX 110-40601 BONDO,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,SIAYA
AMPO MEDICAL CLINIC,16754,P.O BOX 3839- NAKURU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,LAIKIPIA
AMREF MEDICAL CENTRE WILSON AIRPORT,1143,P.O BOX 30125-00100 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
AMSTONG MEDICAL CLINIC,17204,P.O BOX 14-50106 SHIANDA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAKAMEGA
AMUNG\'ENTI CATHOLIC DISPESARY,2231,P.O BOX 75-60600 MAUA,DISPENSARY,DISPENSARY,LEVEL 2,0,MERU
AMURT HEALTH CARE CENTRE MALINDI MUYEYE CLINIC,14341,P.O BOX 29049-00625 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KILIFI
AMURT HEALTH CARE KANGEMI,693,P.O BOX 29049-00625 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
AMURT LIKONI HEALTH CENTRE,1528,P.O BOX 96506-80100 MOMBASA,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,MOMBASA
AN-NISA DENTAL CLINIC,17424,P.O BOX 43399-80100 MOMBASA,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,MOMBASA
ANAMS PLUS SERVICES LIMITED,16224,P.O BOX 227-01000 THIKA,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,KIAMBU
AND BEYOND KICHWA TEMBO CLINIC,16493,P.O BOX 74957-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAROK
ANDALUS DOCTORS PARK LIMITED,18031,P.O BOX 57175-00200 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
ANDAN MEDICAL CENTRE,17865,P.O BOX 889- KAPSABET,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NANDI
ANDERSEN MEDICAL CENTRE,119,P.O BOX 124-30200 KITALE,NURSING HOME,NURSING HOME,LEVEL 3B,16,TRANS NZOIA
ANFAC NURSING HOME,8603,P.O BOX 365-70100 GARISSA,NURSING HOME,NURSING HOME,LEVEL 3B,12,GARISSA
ANFAC NURSING HOME,8603,P.O BOX 365-70100 GARISSA,NURSING HOME,NURSING HOME,LEVEL 3B,12,GARISSA
ANGEL MEDICAL CENTRE,3315,P.O BOX 19-90100 MACHAKOS,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MACHAKOS
ANGELS HEALTH SERVICES,3547,P.O BOX 692-60600 MAUA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,MERU
ANGELS HEALTH SERVICES,17423,P.O BOX 692-60600 MERU,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,16,MERU
ANGLICAN DEVELOPMENT SERVICES,16816,P.O BOX 598-10300 KERUGOYA,FAITH BASED DISPENSARY,FAITH BASED,LEVEL 2,0,KIRINYAGA
ANIDAN'S PABLO HORSTMAN PAEDRIATIC HEALTH CENTRE,1871,P.O BOX 249-80500 Lamu,NURSING HOME,NURSING HOME,LEVEL 3B,10,LAMU
ANITA MEDICAL CLINIC,18079,P.O BOX 699-01000 THIKA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MURANG'A
ANJILU AMANI MEDICAL CLINIC,14777,P.O BOX 11-60607 MIKINDURI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MERU
ANKA HOSPITAL LIMITED,17218,P.O BOX 1455-00610 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,15,NAIROBI
ANKARA MEDICAL CENTRE & LAB SERVICES,7177,P.O BOX 973-70100 GARISSA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,GARISSA
ANKH WOMENS CLINIC,2513,P.O BOX 1856-20117 NAIVASHA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
ANKH WOMENS CLINIC LIMITED,7371,P.O BOX 337-00202 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
ANNEX LOC MEDICARE,5810,P.O BOX 23-20321 RUMURUTI,NURSING HOME,NURSING HOME,LEVEL 3B,28,LAIKIPIA
